AlertID,CardHolderId,CardNumber,ExpirationDate,TransactionID,TransactionChannel,AmountUSD,MerchantName,EmailID,Location,IP,FraudAlertReason,RiskScore,Status
AL8386,QR323,xxxx-xxxx-xxxx-3232,01/2033,CRQ342,POS,19000,National Grid,ghijklmnopqrst@web.info,"Nottingham, UK",72.217.36.105,High amount,84,Action Required
AL8387,ST545,xxxx-xxxx-xxxx-5454,08/2027,EWK325,ATM,9.87,Severn Trent,uvwxyzabcdefg@domain.co.uk,"Rome, Italy",107.189.8.56,Low value foreign,15,Fraud Detected
AL8388,UV767,xxxx-xxxx-xxxx-7676,03/2030,ETA911,Wallet,2016,Prestige Poker Network,hijklmnopqrs@example.com,"Newcastle, UK",104.135.196.55,High risk merchant,90,Escalated
AL8389,WX989,xxxx-xxxx-xxxx-9898,10/2029,IYE465,Online,234.56,Rolls-Royce,tuvwxyza@test.org,"Coventry, UK",104.248.169.251,Abnormal spending pattern,62,Investigating
AL8390,YZ000,xxxx-xxxx-xxxx-0000,05/2031,RKV198,Subscription,14000,BAE Systems,bcdefghijk@mail.net,"Liverpool, UK",134.238.184.178,High amount,85,Resolved
AL8391,AB222,xxxx-xxxx-xxxx-2222,12/2023,OWA954,Telephone,1.23,ITV,lmnopqrstu@web.info,"Lagos, Nigeria",136.226.102.90,Foreign location,10,Fraud Detected
AL8392,CD444,xxxx-xxxx-xxxx-4444,07/2029,SCH222,In store,8637.1,Dragon Den Crypto Investments,vwxyzabcdef@domain.co.uk,"London, UK",185.220.100.240,High risk merchant,96,Escalated
AL8393,EF666,xxxx-xxxx-xxxx-6666,01/2033,SXG267,POS,567.89,Royal Mail,ghijklmnopqrst@example.com,"Edinburgh, UK",185.220.101.7,Compromised card,54,Under Review
AL8394,GH888,xxxx-xxxx-xxxx-8888,08/2027,SJE626,ATM,16000,EasyJet,uvwxyzabcdefg@test.org,"Bristol, UK",192.42.116.198,High amount,81,Investigating
AL8395,IJ000,xxxx-xxxx-xxxx-0000,03/2030,HEB934,Wallet,9.87,Ryanair,hijklmnopqrs@mail.net,"Rome, Italy",72.217.36.105,Low value foreign,12,Fraud Detected
AL8396,KL111,xxxx-xxxx-xxxx-1111,10/2029,SAA688,Online,5945.8,Titanic Tours and Travels,tuvwxyza@web.info,"Sheffield, UK",107.189.8.56,High risk merchant,93,Escalated
AL8397,MN222,xxxx-xxxx-xxxx-2222,05/2031,JTJ339,Subscription,234.56,Jaguar Land Rover,bcdefghijk@domain.co.uk,"Birmingham, UK",104.135.196.55,Abnormal spending pattern,63,Under Review
AL8398,OP333,xxxx-xxxx-xxxx-3333,12/2023,HEA339,Telephone,18000,Next Plc,lmnopqrstu@example.com,"Nottingham, UK",104.248.169.251,High amount,88,Resolved
AL8399,QR444,xxxx-xxxx-xxxx-4444,07/2029,THS859,In store,1.23,Marks & Spencer,vwxyzabcdef@test.org,"Sydney, Australia",134.238.184.178,Foreign IP,11,Fraud Detected
AL8400,ST555,xxxx-xxxx-xxxx-5555,01/2033,FMP689,POS,8648.3,High Risk Tech Gadgets,ghijklmnopqrst@mail.net,"Newcastle, UK",136.226.102.90,High risk merchant,97,Escalated
AL8401,UV666,xxxx-xxxx-xxxx-6666,08/2027,YGE245,ATM,567.89,Greggs,uvwxyzabcdefg@web.info,"Coventry, UK",185.220.100.240,No shopping history,44,Closed
AL8402,WX777,xxxx-xxxx-xxxx-7777,03/2030,YYZ692,Wallet,19000,Whitbread,hijklmnopqrs@domain.co.uk,"Liverpool, UK",185.220.101.7,High amount,84,Action Required
AL8403,YZ888,xxxx-xxxx-xxxx-8888,10/2029,ZTU364,Online,9.87,WPP,tuvwxyza@example.com,"Rome, Italy",192.42.116.198,Low value foreign,15,Fraud Detected
AL8404,AB999,xxxx-xxxx-xxxx-9999,05/2031,WJM013,Subscription,6379.3,CrytoVault Traders,bcdefghijk@test.org,"London, UK",72.217.36.105,High risk merchant,90,Escalated
AL8405,CD000,xxxx-xxxx-xxxx-0000,12/2023,KOI826,Telephone,234.56,Experian,lmnopqrstu@mail.net,"Edinburgh, UK",107.189.8.56,Compromised card,55,Under Review
AL8406,EF111,xxxx-xxxx-xxxx-1111,07/2029,ZOM992,In store,14000,Persimmon,vwxyzabcdef@web.info,"Bristol, UK",104.135.196.55,High amount,89,Action Required
AL8407,GH222,xxxx-xxxx-xxxx-2222,01/2033,NID054,POS,1.23,Taylor Wimpey,ghijklmnopqrst@domain.co.uk,"Milan, Italy",104.248.169.251,Low value foreign,10,Fraud Detected
AL8408,IJ333,xxxx-xxxx-xxxx-3333,08/2027,CET413,ATM,7246.3,NextGen Forex Solutions,uvwxyzabcdefg@example.com,"Sheffield, UK",134.238.184.178,High risk merchant,94,Escalated
AL8409,KL444,xxxx-xxxx-xxxx-4444,03/2030,KTH476,Wallet,567.89,Kingfisher Plc,hijklmnopqrs@test.org,"Birmingham, UK",136.226.102.90,Abnormal spending pattern,61,Investigating
AL8410,MN555,xxxx-xxxx-xxxx-5555,10/2029,UXE185,Online,16000,Standard Chartered,tuvwxyza@mail.net,"Nottingham, UK",185.220.100.240,High amount,86,Resolved
AL8411,OP666,xxxx-xxxx-xxxx-6666,05/2031,SWJ704,Subscription,9.87,NatWest Group,bcdefghijk@web.info,"Rome, Italy",185.220.101.7,Low value foreign,12,Fraud Detected
AL8412,QR777,xxxx-xxxx-xxxx-7777,12/2023,DJE305,Telephone,8375.4,CrytoVault Traders,lmnopqrstu@domain.co.uk,"Newcastle, UK",192.42.116.198,High risk merchant,91,Escalated
AL8413,ST888,xxxx-xxxx-xxxx-8888,07/2029,VVM262,In store,234.56,Prudential Plc,vwxyzabcdef@example.com,"Coventry, UK",72.217.36.105,No shopping history,38,Cleared
AL8414,UV999,xxxx-xxxx-xxxx-9999,01/2033,NEK861,POS,18000,Aviva,ghijklmnopqrst@test.org,"Liverpool, UK",107.189.8.56,High amount,85,Action Required
AL8415,WX000,xxxx-xxxx-xxxx-0000,08/2027,RMH723,ATM,1.23,RSA Insurance Group,uvwxyzabcdefg@mail.net,"Sydney, Australia",104.135.196.55,Foreign location,10,Fraud Detected
AL8416,YZ111,xxxx-xxxx-xxxx-1111,03/2030,HZN223,Wallet,4751.8,NextGen Forex Solutions,hijklmnopqrs@web.info,"London, UK",104.248.169.251,High risk merchant,96,Escalated
AL8417,AB234,xxxx-xxxx-xxxx-2345,10/2029,HNG586,Online,567.89,SSE,tuvwxyza@domain.co.uk,"Edinburgh, UK",134.238.184.178,Abnormal spending pattern,64,Investigating
AL8418,CD567,xxxx-xxxx-xxxx-5678,05/2031,GIT490,Subscription,19000,National Express,bcdefghijk@example.com,"Bristol, UK",136.226.102.90,High amount,89,Action Required
AL8419,EF890,xxxx-xxxx-xxxx-8901,12/2023,SRW400,Telephone,9.87,Go-Ahead Group,lmnopqrstu@test.org,"Rome, Italy",185.220.100.240,Low value foreign,19,Fraud Detected
AL8420,GH123,xxxx-xxxx-xxxx-1234,07/2029,SBW198,In store,4770.5,Platinum Debt Solutions,vwxyzabcdef@mail.net,"Sheffield, UK",185.220.101.7,High risk merchant,97,Escalated
AL8421,IJ456,xxxx-xxxx-xxxx-4567,01/2033,YTM148,POS,234.56,FirstGroup,ghijklmnopqrst@domain.co.uk,"Birmingham, UK",192.42.116.198,No shopping history,43,Cleared
AL8422,KL789,xxxx-xxxx-xxxx-7890,08/2027,OWR546,ATM,14000,SSP Group,uvwxyzabcdefg@example.com,"Nottingham, UK",72.217.36.105,High amount,82,Under Review
AL8423,MN012,xxxx-xxxx-xxxx-0123,03/2030,PFX486,Wallet,1.23,Mitchells & Butlers,hijklmnopqrs@test.org,"Lagos, Nigeria",107.189.8.56,Foreign IP,10,Fraud Detected
AL8424,OP345,xxxx-xxxx-xxxx-3456,10/2029,AUE485,Online,605,CrytoVault Traders,tuvwxyza@mail.net,"Newcastle, UK",104.135.196.55,High risk merchant,91,Escalated
AL8425,QR678,xxxx-xxxx-xxxx-6789,05/2031,PBO004,Subscription,567.89,Just Eat Takeaway,bcdefghijk@web.info,"Coventry, UK",104.248.169.251,Compromised card,53,Under Review
AL8426,ST901,xxxx-xxxx-xxxx-9012,12/2023,HWP152,Telephone,16000,Deliveroo,lmnopqrstu@domain.co.uk,"Liverpool, UK",134.238.184.178,High amount,86,Resolved
AL8427,UV234,xxxx-xxxx-xxxx-2345,07/2029,RCR689,In store,9.87,Ocado Group,vwxyzabcdef@example.com,"Rome, Italy",136.226.102.90,Low value foreign,14,Fraud Detected
AL8428,WX567,xxxx-xxxx-xxxx-5678,01/2033,GWR266,POS,5102.8,Dragon Den Crypto Investments,ghijklmnopqrst@test.org,"London, UK",185.220.100.240,High risk merchant,95,Escalated
AL8429,YZ890,xxxx-xxxx-xxxx-8901,08/2027,YNE501,ATM,234.56,Boohoo Group,uvwxyzabcdefg@mail.net,"Edinburgh, UK",185.220.101.7,Abnormal spending pattern,61,Investigating
AL8430,AB111,xxxx-xxxx-xxxx-1111,03/2030,JLE323,Wallet,18000,Hargreaves Lansdown,hijklmnopqrs@web.info,"Bristol, UK",192.42.116.198,High amount,87,Action Required
AL8431,CD222,xxxx-xxxx-xxxx-2222,10/2029,BOS931,Online,1.23,Abrdn,tuvwxyza@domain.co.uk,"Sydney, Australia",72.217.36.105,Foreign location,11,Fraud Detected
AL8432,EF333,xxxx-xxxx-xxxx-3333,05/2031,PPO693,Subscription,1283.2,Titanic Tours and Travels,bcdefghijk@example.com,"Sheffield, UK",107.189.8.56,High risk merchant,98,Escalated
AL8433,GH444,xxxx-xxxx-xxxx-4444,12/2023,AEA708,Telephone,567.89,Phoenix Group Holdings,lmnopqrstu@test.org,"Birmingham, UK",104.135.196.55,No shopping history,40,Closed
AL8434,IJ555,xxxx-xxxx-xxxx-5555,07/2029,QRG720,In store,19000,Intermediate Capital Group,vwxyzabcdef@mail.net,"Nottingham, UK",104.248.169.251,High amount,84,Action Required
AL8435,KL666,xxxx-xxxx-xxxx-6666,01/2033,ZMF982,POS,9.87,Schroders,ghijklmnopqrst@web.info,"Rome, Italy",134.238.184.178,Low value foreign,15,Fraud Detected
AL8436,MN777,xxxx-xxxx-xxxx-7777,08/2027,GRB397,ATM,3266.9,CrytoVault Traders,uvwxyzabcdefg@domain.co.uk,"Newcastle, UK",136.226.102.90,High risk merchant,90,Escalated
AL8437,OP888,xxxx-xxxx-xxxx-8888,03/2030,FJQ891,Wallet,234.56,Scottish Mortgage Investment Trust,hijklmnopqrs@example.com,"Coventry, UK",185.220.100.240,Abnormal spending pattern,62,Investigating
AL8438,QR999,xxxx-xxxx-xxxx-9999,10/2029,GKT544,Online,14000,Alliance Trust,tuvwxyza@test.org,"Liverpool, UK",185.220.101.7,High amount,85,Resolved
AL8439,ST000,xxxx-xxxx-xxxx-0000,05/2031,MQB726,Subscription,1.23,Tesco,bcdefghijk@mail.net,"Lagos, Nigeria",192.42.116.198,Foreign IP,10,Fraud Detected
AL8440,UV121,xxxx-xxxx-xxxx-1212,12/2023,XWG511,Telephone,2368.8,Luxury Tech Resale,lmnopqrstu@web.info,"London, UK",72.217.36.105,High risk merchant,96,Escalated
AL8441,WX343,xxxx-xxxx-xxxx-3434,07/2029,MUR356,In store,567.89,Barclays,vwxyzabcdef@domain.co.uk,"Edinburgh, UK",107.189.8.56,Compromised card,54,Under Review
AL8442,YZ565,xxxx-xxxx-xxxx-5656,01/2033,AZV931,POS,16000,Lloyds Bank,ghijklmnopqrst@example.com,"Bristol, UK",104.135.196.55,High amount,81,Investigating
AL8443,AB787,xxxx-xxxx-xxxx-7878,08/2027,RMX183,ATM,9.87,HSBC,uvwxyzabcdefg@test.org,"Rome, Italy",104.248.169.251,Low value foreign,12,Fraud Detected
AL8444,CD909,xxxx-xxxx-xxxx-9090,03/2030,MLZ425,Wallet,2095.6,High Risk Tech Gadgets,hijklmnopqrs@mail.net,"Sheffield, UK",134.238.184.178,High risk merchant,93,Escalated
AL8445,EF131,xxxx-xxxx-xxxx-1313,10/2029,WXD312,Online,234.56,Vodafone,tuvwxyza@web.info,"Birmingham, UK",136.226.102.90,No shopping history,39,Cleared
AL8446,GH353,xxxx-xxxx-xxxx-3535,05/2031,NBY563,Subscription,18000,BP,bcdefghijk@domain.co.uk,"Nottingham, UK",185.220.100.240,High amount,88,Resolved
AL8447,IJ575,xxxx-xxxx-xxxx-5757,12/2023,QWX546,Telephone,1.23,Shell,lmnopqrstu@example.com,"Sydney, Australia",185.220.101.7,Foreign location,11,Fraud Detected
AL8448,KL797,xxxx-xxxx-xxxx-7979,07/2029,OZG699,In store,6283.7,Platinum Debt Solutions,vwxyzabcdef@test.org,"Newcastle, UK",192.42.116.198,High risk merchant,97,Escalated
AL8449,MN919,xxxx-xxxx-xxxx-9191,01/2033,RAC946,POS,567.89,GlaxoSmithKline,ghijklmnopqrst@mail.net,"Coventry, UK",72.217.36.105,Compromised card,56,Under Review
AL8450,OP101,xxxx-xxxx-xxxx-1010,08/2027,SHH762,ATM,19000,AstraZeneca,uvwxyzabcdefg@web.info,"Liverpool, UK",107.189.8.56,High amount,84,Action Required
AL8451,QR323,xxxx-xxxx-xxxx-3232,03/2030,VBL878,Wallet,9.87,Rio Tinto,hijklmnopqrs@domain.co.uk,"Rome, Italy",104.135.196.55,Low value foreign,15,Fraud Detected
AL8452,ST545,xxxx-xxxx-xxxx-5454,10/2029,HHT169,Online,8489.8,SkyHigh Betting Corp,tuvwxyza@example.com,"London, UK",104.248.169.251,High risk merchant,90,Escalated
AL8453,UV767,xxxx-xxxx-xxxx-7676,05/2031,KDA780,Subscription,234.56,Diageo,bcdefghijk@test.org,"Edinburgh, UK",134.238.184.178,Abnormal spending pattern,62,Investigating
AL8454,WX989,xxxx-xxxx-xxxx-9898,12/2023,CRP728,Telephone,14000,Reckitt Benckiser,lmnopqrstu@mail.net,"Bristol, UK",136.226.102.90,High amount,85,Resolved
AL8455,YZ000,xxxx-xxxx-xxxx-0000,07/2029,HGI723,In store,1.23,London Stock Exchange,vwxyzabcdef@web.info,"Milan, Italy",185.220.100.240,Low value foreign,10,Fraud Detected
AL8456,AB222,xxxx-xxxx-xxxx-2222,01/2033,NSI219,POS,2785.7,SkyHigh Betting Corp,ghijklmnopqrst@domain.co.uk,"Sheffield, UK",185.220.101.7,High risk merchant,96,Escalated
AL8457,CD444,xxxx-xxxx-xxxx-4444,08/2027,PZH910,ATM,567.89,Severn Trent,uvwxyzabcdefg@example.com,"Birmingham, UK",192.42.116.198,No shopping history,44,Closed
AL8458,EF666,xxxx-xxxx-xxxx-6666,03/2030,TTR974,Wallet,16000,United Utilities,hijklmnopqrs@test.org,"Nottingham, UK",72.217.36.105,High amount,81,Investigating
AL8459,GH888,xxxx-xxxx-xxxx-8888,10/2029,ANQ808,Online,9.87,Rolls-Royce,tuvwxyza@mail.net,"Rome, Italy",107.189.8.56,Low value foreign,12,Fraud Detected
AL8460,IJ000,xxxx-xxxx-xxxx-0000,05/2031,VQB618,Subscription,4932.7,Prestige Poker Network,bcdefghijk@web.info,"Newcastle, UK",104.135.196.55,High risk merchant,93,Escalated
AL8461,KL111,xxxx-xxxx-xxxx-1111,12/2023,WFX001,Telephone,234.56,ITV,lmnopqrstu@domain.co.uk,"Coventry, UK",104.248.169.251,Compromised card,55,Under Review
AL8462,MN222,xxxx-xxxx-xxxx-2222,07/2029,DVB457,In store,18000,BBC Studios,vwxyzabcdef@example.com,"Liverpool, UK",134.238.184.178,High amount,89,Action Required
AL8463,OP333,xxxx-xxxx-xxxx-3333,01/2033,CYR794,POS,1.23,Royal Mail,ghijklmnopqrst@test.org,"Lagos, Nigeria",136.226.102.90,Foreign location,10,Fraud Detected
AL8464,QR444,xxxx-xxxx-xxxx-4444,08/2027,VWD019,ATM,7928.3,SkyHigh Betting Corp,uvwxyzabcdefg@mail.net,"London, UK",185.220.100.240,High risk merchant,97,Escalated
AL8465,ST555,xxxx-xxxx-xxxx-5555,03/2030,DJH016,Wallet,567.89,Ryanair,hijklmnopqrs@web.info,"Edinburgh, UK",185.220.101.7,Abnormal spending pattern,63,Under Review
AL8466,UV666,xxxx-xxxx-xxxx-6666,10/2029,PFR285,Online,19000,British Airways,tuvwxyza@domain.co.uk,"Bristol, UK",192.42.116.198,High amount,84,Action Required
AL8467,WX777,xxxx-xxxx-xxxx-7777,05/2031,FFZ584,Subscription,9.87,Jaguar Land Rover,bcdefghijk@example.com,"Rome, Italy",72.217.36.105,Low value foreign,15,Fraud Detected
AL8468,YZ888,xxxx-xxxx-xxxx-8888,12/2023,KPX047,Telephone,8421.8,High Risk Tech Gadgets,lmnopqrstu@test.org,"Sheffield, UK",107.189.8.56,High risk merchant,90,Escalated
AL8469,AB999,xxxx-xxxx-xxxx-9999,07/2029,QPD152,In store,234.56,Marks & Spencer,vwxyzabcdef@mail.net,"Birmingham, UK",104.135.196.55,No shopping history,41,Closed
AL8470,CD000,xxxx-xxxx-xxxx-0000,01/2033,RQZ635,POS,14000,JD Sports,ghijklmnopqrst@web.info,"Nottingham, UK",104.248.169.251,High amount,85,Resolved
AL8471,EF111,xxxx-xxxx-xxxx-1111,08/2027,VQD972,ATM,1.23,Greggs,uvwxyzabcdefg@domain.co.uk,"Sydney, Australia",134.238.184.178,Foreign IP,10,Fraud Detected
AL8472,GH222,xxxx-xxxx-xxxx-2222,03/2030,MSP220,Wallet,2361.8,SkyHigh Betting Corp,hijklmnopqrs@example.com,"Newcastle, UK",136.226.102.90,High risk merchant,96,Escalated
AL8473,IJ333,xxxx-xxxx-xxxx-3333,10/2029,QZP977,Online,567.89,WPP,tuvwxyza@test.org,"Coventry, UK",185.220.100.240,Abnormal spending pattern,64,Investigating
AL8474,KL444,xxxx-xxxx-xxxx-4444,05/2031,KWE439,Subscription,16000,Sage Group,bcdefghijk@mail.net,"Liverpool, UK",185.220.101.7,High amount,81,Under Review
AL8475,MN555,xxxx-xxxx-xxxx-5555,12/2023,UZP503,Telephone,9.87,Experian,lmnopqrstu@web.info,"Rome, Italy",192.42.116.198,Low value foreign,19,Fraud Detected
AL8476,OP666,xxxx-xxxx-xxxx-6666,07/2029,SKV756,In store,5856.5,Prestige Poker Network,vwxyzabcdef@domain.co.uk,"London, UK",72.217.36.105,High risk merchant,97,Escalated
AL8477,QR777,xxxx-xxxx-xxxx-7777,01/2033,XYI444,POS,234.56,Taylor Wimpey,ghijklmnopqrst@example.com,"Edinburgh, UK",107.189.8.56,Compromised card,50,Investigating
AL8478,ST888,xxxx-xxxx-xxxx-8888,08/2027,ERF258,ATM,18000,Barratt Developments,uvwxyzabcdefg@test.org,"Bristol, UK",104.135.196.55,High amount,89,Action Required
AL8479,UV999,xxxx-xxxx-xxxx-9999,03/2030,QSU491,Wallet,1.23,Kingfisher Plc,hijklmnopqrs@mail.net,"Milan, Italy",104.248.169.251,Low value foreign,10,Fraud Detected
AL8480,WX000,xxxx-xxxx-xxxx-0000,10/2029,VFY784,Online,1905.7,NextGen Forex Solutions,tuvwxyza@web.info,"Sheffield, UK",134.238.184.178,High risk merchant,94,Escalated
AL8481,YZ111,xxxx-xxxx-xxxx-1111,05/2031,DJD236,Subscription,567.89,NatWest Group,bcdefghijk@domain.co.uk,"Birmingham, UK",136.226.102.90,No shopping history,42,Closed
AL8482,AB234,xxxx-xxxx-xxxx-2345,12/2023,KPZ547,Telephone,19000,Legal & General,lmnopqrstu@example.com,"Nottingham, UK",185.220.100.240,High amount,85,Resolved
AL8483,CD567,xxxx-xxxx-xxxx-5678,07/2029,UEY319,In store,9.87,Prudential Plc,vwxyzabcdef@test.org,"Rome, Italy",185.220.101.7,Low value foreign,14,Fraud Detected
AL8484,EF890,xxxx-xxxx-xxxx-8901,01/2033,GNL699,POS,4103.5,Prestige Poker Network,ghijklmnopqrst@mail.net,"Newcastle, UK",192.42.116.198,High risk merchant,95,Escalated
AL8485,GH123,xxxx-xxxx-xxxx-1234,08/2027,LFC748,ATM,234.56,RSA Insurance Group,uvwxyzabcdefg@web.info,"Coventry, UK",72.217.36.105,Abnormal spending pattern,63,Under Review
AL8486,IJ456,xxxx-xxxx-xxxx-4567,03/2030,RKO594,Wallet,14000,Centrica,hijklmnopqrs@domain.co.uk,"Liverpool, UK",107.189.8.56,High amount,80,Investigating
AL8487,KL789,xxxx-xxxx-xxxx-7890,10/2029,VFT718,Online,1.23,SSE,tuvwxyza@example.com,"Lagos, Nigeria",104.135.196.55,Foreign location,10,Fraud Detected
AL8488,MN012,xxxx-xxxx-xxxx-0123,05/2031,ILK253,Subscription,5494.8,NextGen Forex Solutions,bcdefghijk@test.org,"London, UK",104.248.169.251,High risk merchant,91,Escalated
AL8489,OP345,xxxx-xxxx-xxxx-3456,12/2023,CJM719,Telephone,567.89,Go-Ahead Group,lmnopqrstu@mail.net,"Edinburgh, UK",134.238.184.178,Compromised card,52,Investigating
AL8490,QR678,xxxx-xxxx-xxxx-6789,07/2029,BOZ023,In store,16000,Stagecoach Group,vwxyzabcdef@web.info,"Bristol, UK",136.226.102.90,High amount,86,Resolved
AL8491,ST901,xxxx-xxxx-xxxx-9012,01/2033,TBX885,POS,9.87,FirstGroup,ghijklmnopqrst@domain.co.uk,"Rome, Italy",185.220.100.240,Low value foreign,12,Fraud Detected
AL8492,UV234,xxxx-xxxx-xxxx-2345,08/2027,WAF223,ATM,219.1,Platinum Debt Solutions,uvwxyzabcdefg@example.com,"Sheffield, UK",185.220.101.7,High risk merchant,93,Escalated
AL8493,WX567,xxxx-xxxx-xxxx-5678,03/2030,TSO373,Wallet,234.56,Mitchells & Butlers,hijklmnopqrs@test.org,"Birmingham, UK",192.42.116.198,Abnormal spending pattern,61,Under Review
AL8494,YZ890,xxxx-xxxx-xxxx-8901,10/2029,RZV955,Online,18000,Domino's Pizza Group,tuvwxyza@mail.net,"Nottingham, UK",72.217.36.105,High amount,87,Action Required
AL8495,AB111,xxxx-xxxx-xxxx-1111,05/2031,QAW752,Subscription,1.23,Just Eat Takeaway,bcdefghijk@web.info,"Sydney, Australia",107.189.8.56,Foreign IP,11,Fraud Detected
AL8496,CD222,xxxx-xxxx-xxxx-2222,12/2023,VVQ159,Telephone,1396.2,Titanic Tours and Travels,lmnopqrstu@domain.co.uk,"Newcastle, UK",104.135.196.55,High risk merchant,98,Escalated
AL8497,EF333,xxxx-xxxx-xxxx-3333,07/2029,XRT569,In store,567.89,Ocado Group,vwxyzabcdef@example.com,"Coventry, UK",104.248.169.251,No shopping history,40,Closed
AL8498,GH444,xxxx-xxxx-xxxx-4444,01/2033,WBN626,POS,19000,ASOS,ghijklmnopqrst@test.org,"Liverpool, UK",134.238.184.178,High amount,84,Action Required
AL8499,IJ555,xxxx-xxxx-xxxx-5555,08/2027,EJR207,ATM,9.87,Boohoo Group,uvwxyzabcdefg@mail.net,"Rome, Italy",136.226.102.90,Low value foreign,15,Fraud Detected
AL8500,KL666,xxxx-xxxx-xxxx-6666,03/2030,ZZH625,Wallet,8574.5,FastTrack Loan Services,hijklmnopqrs@web.info,"London, UK",185.220.100.240,High risk merchant,90,Escalated
AL8501,MN777,xxxx-xxxx-xxxx-7777,10/2029,JRI353,Online,234.56,Abrdn,tuvwxyza@domain.co.uk,"Edinburgh, UK",185.220.101.7,Abnormal spending pattern,65,Investigating
AL8502,OP888,xxxx-xxxx-xxxx-8888,05/2031,IFZ155,Subscription,14000,M&G Plc,bcdefghijk@example.com,"Bristol, UK",192.42.116.198,High amount,89,Action Required
AL8503,QR999,xxxx-xxxx-xxxx-9999,12/2023,NHC078,Telephone,1.23,Phoenix Group Holdings,lmnopqrstu@test.org,"Milan, Italy",72.217.36.105,Foreign location,10,Fraud Detected
AL8504,ST000,xxxx-xxxx-xxxx-0000,07/2029,AEI214,In store,1124,NextGen Forex Solutions,vwxyzabcdef@mail.net,"Sheffield, UK",107.189.8.56,High risk merchant,96,Escalated
AL8505,UV121,xxxx-xxxx-xxxx-1212,01/2033,MXY135,POS,567.89,Schroders,ghijklmnopqrst@web.info,"Birmingham, UK",104.135.196.55,Compromised card,51,Investigating
AL8506,WX343,xxxx-xxxx-xxxx-3434,08/2027,SUM224,ATM,16000,F&C Investment Trust,uvwxyzabcdefg@domain.co.uk,"Nottingham, UK",104.248.169.251,High amount,86,Resolved
AL8507,YZ565,xxxx-xxxx-xxxx-5656,03/2030,SCQ700,Wallet,9.87,Scottish Mortgage Investment Trust,hijklmnopqrs@example.com,"Rome, Italy",134.238.184.178,Low value foreign,12,Fraud Detected
AL8508,AB787,xxxx-xxxx-xxxx-7878,10/2029,WMP253,Online,2510.2,NextGen Forex Solutions,tuvwxyza@test.org,"Newcastle, UK",136.226.102.90,High risk merchant,93,Escalated
AL8509,CD909,xxxx-xxxx-xxxx-9090,05/2031,XJR757,Subscription,234.56,Tesco,bcdefghijk@mail.net,"Coventry, UK",185.220.100.240,Abnormal spending pattern,61,Under Review
AL8510,EF131,xxxx-xxxx-xxxx-1313,12/2023,SEC552,Telephone,18000,Sainsbury's,lmnopqrstu@web.info,"Liverpool, UK",185.220.101.7,High amount,87,Action Required
AL8511,GH353,xxxx-xxxx-xxxx-3535,07/2029,GCQ670,In store,1.23,Barclays,vwxyzabcdef@domain.co.uk,"Sydney, Australia",192.42.116.198,Foreign IP,11,Fraud Detected
AL8512,IJ575,xxxx-xxxx-xxxx-5757,01/2033,QJE030,POS,3818.8,Titanic Tours and Travels,ghijklmnopqrst@example.com,"London, UK",72.217.36.105,High risk merchant,97,Escalated
AL8513,KL797,xxxx-xxxx-xxxx-7979,08/2027,LGW158,ATM,567.89,HSBC,uvwxyzabcdefg@test.org,"Edinburgh, UK",107.189.8.56,No shopping history,44,Closed
AL8514,MN919,xxxx-xxxx-xxxx-9191,03/2030,PKR196,Wallet,19000,BT Group,hijklmnopqrs@mail.net,"Bristol, UK",104.135.196.55,High amount,84,Action Required
AL8515,OP101,xxxx-xxxx-xxxx-1010,10/2029,WDT492,Online,9.87,Vodafone,tuvwxyza@web.info,"Rome, Italy",104.248.169.251,Low value foreign,15,Fraud Detected
AL8516,QR323,xxxx-xxxx-xxxx-3232,05/2031,SFH754,Subscription,4431.6,CrytoVault Traders,bcdefghijk@domain.co.uk,"Sheffield, UK",134.238.184.178,High risk merchant,90,Escalated
AL8517,ST545,xxxx-xxxx-xxxx-5454,12/2023,GPQ215,Telephone,234.56,Shell,lmnopqrstu@example.com,"Birmingham, UK",136.226.102.90,Abnormal spending pattern,62,Investigating
AL8518,UV767,xxxx-xxxx-xxxx-7676,07/2029,RLV643,In store,14000,Unilever,vwxyzabcdef@test.org,"Nottingham, UK",185.220.100.240,High amount,85,Resolved
AL8519,WX989,xxxx-xxxx-xxxx-9898,01/2033,ZEM905,POS,1.23,GlaxoSmithKline,ghijklmnopqrst@mail.net,"Lagos, Nigeria",185.220.101.7,Foreign location,10,Fraud Detected
AL8520,YZ000,xxxx-xxxx-xxxx-0000,08/2027,QAM618,ATM,6051.2,SkyHigh Betting Corp,uvwxyzabcdefg@web.info,"Newcastle, UK",192.42.116.198,High risk merchant,96,Escalated
AL8521,AB222,xxxx-xxxx-xxxx-2222,03/2030,TQX815,Wallet,567.89,Rio Tinto,hijklmnopqrs@domain.co.uk,"Coventry, UK",72.217.36.105,Compromised card,53,Under Review
AL8522,CD444,xxxx-xxxx-xxxx-4444,10/2029,RDF401,Online,16000,BHP Group,tuvwxyza@example.com,"Liverpool, UK",107.189.8.56,High amount,81,Investigating
AL8523,EF666,xxxx-xxxx-xxxx-6666,05/2031,ZRK914,Subscription,9.87,Diageo,bcdefghijk@test.org,"Rome, Italy",104.135.196.55,Low value foreign,12,Fraud Detected
AL8524,GH888,xxxx-xxxx-xxxx-8888,12/2023,MUU565,Telephone,2123.5,FastTrack Loan Services,lmnopqrstu@mail.net,"London, UK",104.248.169.251,High risk merchant,93,Escalated
